Instances,feature_ego_brake,feature_ego_speed,source,feature_scenarioTrafficLightDemand,feature_totalNPCs,feature_totalPedestrians,feature_isPedestrianScenario,feature_totalStaticObstacles,feature_totalRoadUsers,feature_obstaclesMinimumDistance,feature_typeObstacleHavingMinimumDistance,feature_speedObstacleWithMinimumDistance,feature_distanceObstacleWithMinimumDistance,feature_volumeObstacleWithMinimumDistance,feature_obstaclesMaximumSpeed,feature_typeObstacleHavingMaximumSpeed,feature_distanceObstacleWithMaximumSpeed, feature_speedObstacleWithMaximumSpeed,feature_volumeObstacleWithMaximumSpeed,feature_obstaclesMaximumVolume,feature_typeObstacleHavingMaximumVolume,algo_collision
scenario4585,0,1.2,ChangeLaneToRight,2,4,0,0,0,4,8.96,1,2,8.96,14.45,2,1,8.96,2,14.45,14.45,1,0
scenario4587,0,3.21,ChangeLaneToLeft,2,4,0,0,0,4,9.45,1,2,9.45,23.38,2,1,9.45,2,23.38,23.38,1,1
scenario4827,33.9,3.2,EmergencyBrake,3,4,0,0,0,4,6.57,1,1,6.57,6.11,3,1,13.72,3,6.38,8.7,1,0
scenario4828,36.28,2.38,EmergencyBrake,3,4,0,0,0,4,6.12,1,1,6.12,7.59,2,1,23.11,2,4.04,9.24,1,0
scenario4829,20.12,1.01,SpeedCut,3,4,0,0,0,4,6.78,1,2,6.78,8.24,2,1,26.69,2,1.28,8.24,1,0
scenario4830,14.5,0.77,SpeedCut,3,4,0,0,0,4,8.09,1,2,8.09,6.23,3,1,22.51,3,5.83,6.23,1,0
scenario5004,20.53,0.69,SpeedCut,0,4,0,0,0,4,3.71,1,1,3.71,2.14,3,1,15.15,3,8.88,8.88,1,1
scenario5005,0,0.1,TurnLeft,3,4,0,0,0,4,8.43,1,1,8.43,6.57,4,1,12.08,4,9.09,9.09,1,0
scenario5052,23.79,5.59,Cruise,1,4,0,0,0,4,5.77,1,2,5.77,8.29,3,1,37.4,3,83.84,90.95,1,1
scenario5290,25.41,8.52,Cruise,1,4,0,0,0,4,5.37,1,1,5.37,6.38,4,1,18.05,4,44.52,101.17,1,1
scenario5291,19.14,0.57,SpeedCut,3,4,0,0,0,4,4.99,1,1,4.99,4.78,4,1,17.08,4,47.8,107.02,1,1
scenario5292,0,0.4,SpeedUp,3,4,0,0,0,4,5.12,1,1,5.12,5,4,1,13.77,4,60.79,88.46,1,1
scenario5293,0,0,SpeedUp,3,4,0,0,0,4,4.99,1,1,4.99,3.91,2,1,9.67,2,61.26,90.35,1,1
scenario5294,14.5,0.07,SpeedCut,3,4,0,0,0,4,2.49,1,2,2.49,15.04,2,1,2.49,2,15.04,92.75,1,1
scenario5295,0,0.01,ChangeLaneToLeft,3,4,0,0,0,4,4.94,1,1,4.94,4.1,2,1,6.48,2,61.85,99.87,1,1
scenario5296,14.5,0.27,SpeedCut,0,4,0,0,0,4,5.23,1,1,5.23,13.42,2,1,8.47,2,21.6,101.58,1,1
scenario5297,41.35,0.67,EmergencyBrake,3,4,0,0,0,4,6.25,1,1,6.25,5.39,1,1,13.56,1,76.01,99.55,1,0
scenario5298,68.86,0.01,TurnRight,3,4,0,0,0,4,6.87,1,1,6.87,5.95,2,1,20.52,2,4.66,103.65,1,0
scenario5299,69.82,0,TurnRight,3,4,0,0,0,4,7.39,1,1,7.39,6.68,2,1,21.39,2,3.92,100.27,1,0
scenario5540,0,0,TurnRight,3,4,0,0,0,4,5.57,1,1,5.57,9.85,3,1,48.05,3,0,9.85,1,1
scenario5541,0,0,TurnRight,3,4,0,0,0,4,5.57,1,1,5.57,10,3,1,49.5,3,0.01,10,1,1
scenario5665,14.5,1.19,SpeedCut,0,4,0,0,0,4,3.81,1,1,3.81,1.73,3,1,14.86,3,8.86,8.86,1,1
scenario5712,50.54,0.02,EmergencyBrake,3,4,0,0,0,4,5.04,1,1,5.04,7.34,1,1,17.86,1,3.76,11.49,1,0
scenario6081,69.58,0,Stop,3,4,0,0,0,4,3.09,1,1,3.09,4.96,2,1,13.97,2,8.53,9.77,1,1
scenario6083,69.81,0,Stop,3,4,0,0,0,4,3.09,1,1,3.09,5.18,3,1,28.9,3,1.58,10.16,1,1
scenario6084,69.8,0,Stop,3,4,0,0,0,4,3.08,1,1,3.08,4.85,4,1,34.91,4,0.5,9.12,1,1
scenario6086,58.23,0.08,EmergencyBrake,3,4,0,0,0,4,3.07,1,1,3.07,5.59,1,1,3.07,1,5.59,39.83,1,1
scenario6091,0,0.01,SpeedUp,3,4,0,0,0,4,3.15,1,1,3.15,5.17,1,1,3.15,1,5.17,27.04,1,1
scenario6095,50,0,SpeedCut,1,4,0,0,0,4,2.84,1,1,2.84,38.49,1,1,3.1,1,4.09,38.49,1,1
scenario6096,0,0,SpeedUp,1,4,0,0,0,4,2.99,1,1,2.99,48.65,2,1,12.65,2,4.78,48.65,1,1
scenario6097,0,0.01,SpeedUp,3,4,0,0,0,4,2.98,1,1,2.98,51.86,2,1,14.46,2,7.34,51.86,1,1
scenario6098,0,0.01,SpeedUp,1,4,0,0,0,4,2.99,1,1,2.99,50.97,2,1,16.9,2,6.88,50.97,1,1
scenario6099,0,0.01,SpeedUp,1,4,0,0,0,4,2.99,1,1,2.99,50.7,2,1,20.25,2,2.8,50.7,1,1
scenario6100,0,0.01,SpeedUp,1,4,0,0,0,4,3,1,1,3,50.18,2,1,25.77,2,0.23,50.18,1,1
scenario6334,0,1.43,ChangeLaneToLeft,3,4,0,0,0,4,5.55,1,2,5.55,11.22,3,1,48.91,3,0.24,11.22,1,0
scenario7888,49.01,0,SpeedCut,1,3,1,1,0,4,3.82,2,1,3.82,0.16,4,1,42.18,4,1.17,2.41,1,1
scenario8535,14.5,0,SpeedCut,2,1,3,1,0,4,3.86,2,1,3.86,0.26,1,1,18.18,1,114.75,114.75,1,1
scenario8536,14.5,0,SpeedCut,3,1,3,1,0,4,3.84,2,1,3.84,0.2,1,1,18.18,1,112.24,112.24,1,1
scenario8537,41.46,0,SpeedCut,3,1,3,1,0,4,3.9,2,1,3.9,0.2,1,1,18.18,1,109.79,109.79,1,1
scenario8538,42.45,0,SpeedCut,3,1,3,1,0,4,3.83,2,1,3.83,0.12,1,1,18.18,1,110.96,110.96,1,1
scenario8539,43.37,0,SpeedCut,3,1,3,1,0,4,3.83,2,1,3.83,0.19,1,1,18.18,1,114.18,114.18,1,1
scenario10184,14.5,0.18,SpeedCut,1,1,3,1,0,4,3.89,2,1,3.89,0.23,1,1,17.89,1,50.8,50.8,1,1
scenario10185,0,0,SpeedUp,1,1,3,1,0,4,3.86,2,1,3.86,0.25,1,1,17.95,1,37.91,37.91,1,1
scenario10187,50,0,SpeedCut,1,1,3,1,0,4,3.89,2,1,3.89,0.19,1,1,17.95,1,34.83,34.83,1,1
scenario10188,50,0,SpeedCut,1,1,3,1,0,4,3.89,2,1,3.89,0.2,1,1,17.96,1,35.25,35.25,1,1
scenario10190,0,0,SpeedUp,1,1,3,1,0,4,3.87,2,1,3.87,0.24,1,1,17.96,1,32.06,32.06,1,1
scenario10191,0,0,SpeedUp,1,1,3,1,0,4,3.85,2,1,3.85,0.26,1,1,17.97,1,29.97,29.97,1,1
scenario10192,0,0.01,SpeedUp,1,1,3,1,0,4,3.88,2,1,3.88,0.2,1,1,17.95,1,35.57,35.57,1,1
scenario10195,46.89,0,SpeedCut,1,0,4,1,0,4,3.86,2,1,3.86,0.2,1,2,5.45,1,1.02,1.11,2,1
scenario10198,50,0,SpeedCut,2,1,3,1,0,4,3.87,2,1,3.87,0.2,1,1,17.96,1,33.49,33.49,1,1
scenario10200,14.5,0,SpeedCut,1,1,3,1,0,4,3.86,2,1,3.86,0.19,1,1,17.9,1,40.8,40.8,1,1
scenario10201,14.5,0,SpeedCut,3,1,3,1,0,4,3.88,2,1,3.88,0.18,1,1,17.9,1,37.69,37.69,1,1
scenario10652,19.78,3.03,SpeedCut,2,4,0,0,0,4,3.21,1,2,3.21,47.77,2,1,3.21,2,47.77,47.77,1,1
scenario10653,21.02,2.76,Cruise,2,4,0,0,0,4,2.77,1,2,2.77,39.51,2,1,2.77,2,39.51,39.51,1,1
scenario10657,48.32,0,SpeedCut,0,4,0,0,0,4,2.75,1,1,2.75,26.88,1,1,2.75,1,26.88,93.93,1,1
scenario10658,48.24,0,SpeedCut,0,4,0,0,0,4,2.74,1,1,2.74,27.64,1,1,2.74,1,27.64,95.36,1,1
scenario10660,48.49,0,SpeedCut,0,4,0,0,0,4,2.75,1,1,2.75,25.8,2,1,26.77,2,2.92,96.54,1,1
scenario10661,48.43,0,SpeedCut,0,4,0,0,0,4,2.75,1,1,2.75,26.48,2,1,29.38,2,2.21,93.83,1,1
scenario10663,48.47,0,SpeedCut,0,4,0,0,0,4,2.75,1,1,2.75,25.25,1,1,2.75,1,25.25,97.72,1,1
scenario10664,48.44,0,SpeedCut,0,4,0,0,0,4,2.76,1,1,2.76,24.9,1,1,2.76,1,24.9,97.72,1,1
scenario10665,48.48,0,SpeedCut,0,4,0,0,0,4,2.76,1,1,2.76,22.47,1,1,2.76,1,22.47,98.43,1,1
scenario10666,48.52,0,SpeedCut,0,4,0,0,0,4,2.74,1,1,2.74,22.13,1,1,2.74,1,22.13,45.11,1,1
scenario10667,48.52,0,SpeedCut,0,4,0,0,0,4,2.74,1,1,2.74,22.11,1,1,2.74,1,22.11,83.45,1,1
scenario10688,14.5,0.18,SpeedCut,1,4,0,0,0,4,5.08,1,1,5.08,42.09,2,1,26.7,2,6.16,42.09,1,1
scenario11027,0,3.68,SpeedUp,3,4,0,0,0,4,18.08,1,3,18.08,58,3,1,18.08,3,58,58,1,0
scenario11101,69.98,0,ChangeLaneToLeft,3,4,0,0,0,4,5.78,1,2,5.78,88.18,2,1,5.78,2,88.18,88.18,1,0
scenario11497,41.93,4.01,EmergencyBrake,0,4,0,0,0,4,4.46,1,2,4.46,139.87,2,1,14.75,2,18.2,139.87,1,1
scenario11498,19.68,2.92,SpeedCut,3,4,0,0,0,4,3.79,1,2,3.79,63.08,2,1,12.95,2,93.03,93.03,1,0
scenario11500,20.23,0.96,SpeedCut,0,4,0,0,0,4,4.48,1,1,4.48,29.11,1,1,4.48,1,29.11,41.89,1,1
scenario11536,41.36,0.64,EmergencyBrake,0,4,0,0,0,4,3.11,1,2,3.11,35.92,2,1,3.11,2,35.92,40.31,1,1
scenario11537,14.5,0.4,SpeedCut,0,4,0,0,0,4,3.09,1,2,3.09,28.9,2,1,3.09,2,28.9,44.89,1,1
scenario11539,69.99,0,Stop,0,4,0,0,0,4,5.14,1,2,5.14,36.22,2,1,5.14,2,36.22,36.22,1,1
scenario11769,0,2.84,ChangeLaneToRight,1,4,0,0,0,4,3.7,1,1,3.7,79.04,4,1,15.2,4,4.51,79.04,1,1
scenario11772,0,0.76,SpeedUp,0,3,1,1,0,4,3.53,2,2,3.53,0.04,4,1,16.97,4,2.04,85.32,1,1
scenario11805,19.18,0.24,SpeedCut,0,4,0,0,0,4,3.53,1,1,3.53,50.62,2,1,22.48,2,116.56,116.56,1,1
scenario11806,70,0,ChangeLaneToLeft,0,4,0,0,0,4,4.25,1,1,4.25,44.75,1,1,18.15,1,68.85,105.02,1,1
scenario12124,61.78,2.38,EmergencyBrake,1,4,0,0,0,4,2.78,1,2,2.78,0.06,2,1,6.89,2,5.91,77.82,1,1
scenario12175,0,4.44,SpeedUp,1,4,0,0,0,4,5.37,1,1,5.37,25.97,1,1,11.13,1,8.07,25.97,1,1
scenario12176,69.83,0,ChangeLaneToLeft,3,4,0,0,0,4,4.29,1,1,4.29,23.38,1,1,8.4,1,7.83,630.41,1,1
scenario12177,69.86,0,ChangeLaneToLeft,3,4,0,0,0,4,4.55,1,1,4.55,36.42,1,1,8.41,1,8.39,62.29,1,1
scenario12178,69.87,0,ChangeLaneToLeft,3,4,0,0,0,4,4.28,1,1,4.28,24.1,1,1,8.4,1,8.75,61.09,1,1
scenario12179,69.86,0,ChangeLaneToLeft,3,4,0,0,0,4,4.5,1,1,4.5,45.89,1,1,8.4,1,8.5,60.54,1,1
scenario12180,69.87,0,ChangeLaneToLeft,3,4,0,0,0,4,4.58,1,1,4.58,33.91,1,1,8.39,1,8.39,61.19,1,1
scenario12181,69.89,0,ChangeLaneToLeft,3,4,0,0,0,4,5.2,1,1,5.2,29.71,1,1,8.39,1,8.39,60.88,1,1
scenario12182,69.85,0,ChangeLaneToLeft,3,4,0,0,0,4,5.2,1,1,5.2,28.3,1,1,8.4,1,8.49,61.49,1,1
scenario12183,69.89,0,ChangeLaneToLeft,3,4,0,0,0,4,5.21,1,1,5.21,29.12,1,1,8.39,1,8.41,399.59,1,1
scenario12184,69.91,0,ChangeLaneToLeft,3,4,0,0,0,4,5.2,1,1,5.2,30.54,1,1,8.4,1,8.32,59.63,1,0
scenario12185,69.9,0,ChangeLaneToLeft,3,4,0,0,0,4,5.21,1,1,5.21,29.98,1,1,8.45,1,9.47,54.61,1,0
scenario12399,0,0.13,TurnRight,0,4,0,0,0,4,3.24,1,1,3.24,15.71,4,1,6,4,3.27,15.71,1,1
scenario12408,20.34,0.75,SpeedCut,3,4,0,0,0,4,3.03,1,1,3.03,40.56,1,1,28.98,1,1.29,40.56,1,1
scenario12409,0,0.7,ChangeLaneToLeft,3,4,0,0,0,4,2.96,1,1,2.96,39.76,1,1,28.57,1,0.57,39.76,1,1
scenario12410,18.48,0.77,SpeedCut,0,4,0,0,0,4,2.8,1,1,2.8,44.47,1,1,29.31,1,2.74,44.47,1,1
scenario12411,0,0.57,ChangeLaneToLeft,0,4,0,0,0,4,2.73,1,1,2.73,44.31,1,1,27.92,1,0.85,44.31,1,1
scenario12416,50,0,SpeedCut,0,4,0,0,0,4,3.5,1,1,3.5,31.06,2,1,13.25,2,23.28,97.53,1,1
scenario12423,50,0,SpeedCut,0,4,0,0,0,4,4.95,1,1,4.95,13.52,4,1,34.48,4,32.33,156.19,1,1
scenario12461,14.5,1.15,SpeedCut,3,4,0,0,0,4,3.31,1,2,3.31,37.54,2,1,3.31,2,37.54,125.3,1,1
scenario12462,14.5,1.04,SpeedCut,3,4,0,0,0,4,3.16,1,2,3.16,31.98,2,1,3.16,2,31.98,124.19,1,1
scenario12463,14.5,0.88,SpeedCut,0,4,0,0,0,4,3.03,1,2,3.03,29.89,2,1,3.03,2,29.89,128.62,1,1
scenario12464,14.5,0.64,SpeedCut,0,4,0,0,0,4,3.03,1,2,3.03,29.12,2,1,3.03,2,29.12,138.26,1,1
scenario12465,14.5,0.54,SpeedCut,0,4,0,0,0,4,2.99,1,2,2.99,28.55,2,1,2.99,2,28.55,119.07,1,1
scenario12466,0,0.03,ChangeLaneToRight,0,4,0,0,0,4,3.06,1,2,3.06,28.38,2,1,3.06,2,28.38,144.24,1,1
scenario12467,0,0.01,ChangeLaneToRight,0,4,0,0,0,4,3.07,1,1,3.07,27.84,1,1,23.76,1,123.07,123.07,1,1
scenario12468,0,0.01,ChangeLaneToRight,0,4,0,0,0,4,3.12,1,1,3.12,27.99,1,1,23.77,1,118.28,118.28,1,1
scenario12469,0,0.01,ChangeLaneToRight,0,4,0,0,0,4,3.1,1,1,3.1,27.8,1,1,23.78,1,130.91,130.91,1,1
scenario12470,0,0,ChangeLaneToRight,0,4,0,0,0,4,3.09,1,1,3.09,27.87,1,1,23.8,1,129.24,129.24,1,1
scenario12471,0,0,ChangeLaneToRight,0,4,0,0,0,4,3.08,1,1,3.08,27.94,1,1,23.84,1,119.77,119.77,1,1
scenario12472,28.68,9.7,TurnLeft,0,4,0,0,0,4,2.69,1,1,2.69,44.29,1,1,23.83,1,194.9,194.9,1,1
scenario13000,17.94,3.66,SpeedCut,3,4,0,0,0,4,3.36,1,2,3.36,31.54,2,1,3.36,2,31.54,31.54,1,0
scenario13281,69.86,0,ChangeLaneToLeft,3,4,0,0,0,4,4.62,1,1,4.62,40.46,4,1,40.38,4,31.99,40.46,1,0
scenario13420,14.5,0.62,SpeedCut,0,4,0,0,0,4,3.67,1,2,3.67,74.38,2,1,9.05,2,117.39,117.39,1,1
scenario13421,33.57,2.4,EmergencyBrake,3,4,0,0,0,4,2.98,1,1,2.98,51.98,2,1,8.84,2,96.32,96.32,1,0
scenario13536,50,0,SpeedCut,0,4,0,0,0,4,3.35,1,1,3.35,3.64,1,1,4.87,1,7.15,104.69,1,1
scenario13537,50,0,SpeedCut,0,4,0,0,0,4,2.04,1,1,2.04,18.17,1,1,4.78,1,6.55,101.18,1,1
scenario14240,0,10.61,SpeedUp,3,4,0,0,0,4,12.6,1,2,12.6,72.98,4,1,44.74,4,0,72.98,1,0
scenario14310,0,0,ChangeLaneToLeft,2,4,0,0,0,4,5.2,1,1,5.2,7.59,2,1,8.97,2,90.32,90.32,1,1
scenario14316,50,0,SpeedCut,3,4,0,0,0,4,4.21,1,2,4.21,8.97,4,1,22.27,4,18.22,18.22,1,1
scenario14317,0,0,ChangeLaneToLeft,3,4,0,0,0,4,4.11,1,2,4.11,7.54,4,1,27.96,4,75.41,75.41,1,1
scenario14318,0,0,ChangeLaneToLeft,3,4,0,0,0,4,4.31,1,2,4.31,8.63,4,1,28.67,4,46.89,46.89,1,1
scenario14319,0,0,ChangeLaneToLeft,3,4,0,0,0,4,4.37,1,1,4.37,9.2,4,1,30.37,4,17.86,17.86,1,1
scenario14320,0,0,ChangeLaneToLeft,3,4,0,0,0,4,4.36,1,1,4.36,9.33,4,1,34.9,4,11.27,11.27,1,1
scenario14321,50,0,SpeedCut,3,4,0,0,0,4,4.36,1,1,4.36,9.36,3,1,36.78,3,12.25,12.25,1,1
scenario14324,0,0,ChangeLaneToLeft,3,4,0,0,0,4,4.21,1,1,4.21,7.74,1,1,5.4,1,2.55,7.74,1,1
scenario14427,14.5,0.2,SpeedCut,3,3,1,1,0,4,3.55,2,2,3.55,0.22,2,2,3.55,2,0.22,68.98,1,1
scenario14550,0,4.38,SpeedUp,0,4,0,0,0,4,3.69,1,1,3.69,62.22,3,1,18.11,3,17.47,62.22,1,1
scenario14552,0,0.44,ChangeLaneToRight,0,4,0,0,0,4,4.27,1,2,4.27,38.09,3,1,20.84,3,22.62,67.11,1,1
scenario14554,24.57,4.3,Cruise,3,4,0,0,0,4,4.6,1,2,4.6,72.35,2,1,4.6,2,72.35,72.35,1,0
scenario14967,0,0.86,SpeedUp,3,3,1,1,0,4,2.59,1,2,2.59,36.93,2,1,2.59,2,36.93,36.93,1,1
scenario15194,0,0.58,SpeedUp,0,4,0,0,0,4,3.28,1,1,3.28,2.09,3,1,4.81,3,9.38,17.32,1,1
scenario15638,38.78,4.84,EmergencyBrake,3,4,0,0,0,4,15.86,1,1,15.86,5.5,2,1,19.52,2,21.1,21.1,1,0
scenario15781,49.38,0,SpeedCut,0,3,1,1,0,4,2.6,1,1,2.6,32.49,2,1,19.64,2,97.86,125.65,1,1
scenario15782,49.37,0,SpeedCut,0,3,1,1,0,4,2.66,1,1,2.66,31.66,3,1,18.23,3,100.11,103.39,1,1
scenario15783,49.37,0,SpeedCut,0,3,1,1,0,4,2.64,1,1,2.64,32.28,3,1,15.07,3,80.11,129.96,1,1
scenario15981,14.5,0.28,SpeedCut,1,4,0,0,0,4,2.79,1,1,2.79,25.24,1,1,6.12,1,8.18,37.4,1,1
scenario16679,49.38,0,SpeedCut,0,4,0,0,0,4,3.49,1,1,3.49,98.4,2,1,7.4,2,88.3,98.76,1,1
scenario16951,47.56,0.01,SpeedCut,1,4,0,0,0,4,2.63,1,1,2.63,30.3,1,1,18.16,1,1.74,52.35,1,1
scenario17435,49.37,0,SpeedCut,0,2,2,1,0,4,3.35,1,1,3.35,34.02,1,1,3.35,1,34.02,34.02,1,1
scenario17436,49.37,0,SpeedCut,0,2,2,1,0,4,3.36,1,1,3.36,33.91,1,1,3.36,1,33.91,33.91,1,1
scenario17501,14.5,8.4,SpeedCut,3,4,0,0,0,4,25.06,1,2,25.06,1.22,2,1,40.24,2,0.01,1.22,1,0
scenario17582,70,0,Stop,1,4,0,0,0,4,2.99,1,1,2.99,31.62,4,1,30.27,4,118.87,118.87,1,1
scenario17583,59.93,0.07,EmergencyBrake,0,4,0,0,0,4,3.25,1,1,3.25,30.38,4,1,36.13,4,100.08,100.08,1,1
scenario17886,50,0,SpeedCut,0,2,2,1,0,4,3.45,1,1,3.45,45.22,1,1,20.86,1,18.59,45.22,1,1
scenario18947,14.5,1.63,SpeedCut,3,2,2,1,0,4,6.76,2,2,6.76,0.09,2,1,12.75,2,6.11,52.91,1,0
scenario20893,69.53,0,TurnRight,0,4,0,0,0,4,2.69,1,1,2.69,0,1,1,12.59,1,77.87,77.87,1,1
scenario21569,46.79,0,SpeedCut,3,4,0,0,0,4,3.06,1,1,3.06,0.49,4,1,24.58,4,132.93,132.93,1,0
scenario21940,69.99,0,ChangeLaneToLeft,3,4,0,0,0,4,9.1,1,2,9.1,86.28,2,1,9.1,2,86.28,86.28,1,0
scenario21941,40.07,0,SpeedCut,3,4,0,0,0,4,9.59,1,1,9.59,128.13,1,1,9.59,1,128.13,132.3,1,0
scenario21959,14.5,0.35,SpeedCut,3,4,0,0,0,4,9.75,1,1,9.75,10.13,4,1,23.28,4,118.56,127.56,1,0
scenario22183,0,0.14,ChangeLaneToLeft,0,4,0,0,0,4,3.47,1,1,3.47,34.96,1,1,13.04,1,90.27,90.27,1,1
scenario22273,24.91,0.9,Cruise,0,4,0,0,0,4,2.56,1,1,2.56,28.92,2,1,11.11,2,81.67,81.67,1,1
scenario22274,51.13,0.01,SpeedCut,0,4,0,0,0,4,2.53,1,1,2.53,26.07,2,1,25.59,2,13.12,106.47,1,1
scenario22276,49.48,0,SpeedCut,0,4,0,0,0,4,2.52,1,1,2.52,26.33,1,1,12.03,1,107.55,107.55,1,1
scenario22534,70,0,TurnLeft,3,4,0,0,0,4,18.68,1,1,18.68,21.19,1,1,18.68,1,21.19,64.39,1,0
scenario22656,69.96,0,ChangeLaneToRight,0,4,0,0,0,4,3.27,1,1,3.27,28.14,1,1,3.27,1,28.14,28.14,1,1
scenario22672,70,0,Stop,0,4,0,0,0,4,3.46,1,1,3.46,42.96,1,1,3.46,1,42.96,71.26,1,1
scenario22673,0,0,SpeedUp,0,4,0,0,0,4,3.28,1,1,3.28,30.14,1,1,3.28,1,30.14,38.35,1,1
scenario22855,0,0.28,ChangeLaneToLeft,3,4,0,0,0,4,4.26,1,1,4.26,14.69,1,1,10.41,1,100.02,100.02,1,0
scenario22946,0,0.03,SpeedUp,3,4,0,0,0,4,8.83,1,1,8.83,9.38,3,1,11.87,3,109.09,109.09,1,0
scenario22997,14.5,0.7,SpeedCut,0,4,0,0,0,4,3.31,1,2,3.31,32.38,2,1,3.31,2,32.38,449.69,1,1
scenario25377,67.07,0.02,EmergencyBrake,0,0,4,1,0,4,6.87,2,1,6.87,0.36,1,2,8.85,1,0.04,0.36,2,1
scenario25379,0,0.23,SpeedUp,0,0,4,1,0,4,6.78,2,1,6.78,0.28,1,2,8.71,1,0.03,0.28,2,1
scenario25380,0,0.29,SpeedUp,0,0,4,1,0,4,6.67,2,1,6.67,0.2,1,2,8.66,1,0.02,0.2,2,1
scenario25382,14.5,0.29,SpeedCut,0,1,3,1,0,4,6.63,2,1,6.63,0.15,1,1,37.25,1,1.25,1.25,1,1
scenario25393,28.6,0.08,SpeedCut,0,1,3,1,0,4,6.24,2,1,6.24,0.22,1,1,37.9,1,1.71,1.71,1,1
scenario25394,14.5,0.01,SpeedCut,0,1,3,1,0,4,6.26,2,1,6.26,0.25,1,1,37.6,1,0.36,0.36,1,1
scenario25442,48.28,0,SpeedCut,0,1,3,1,0,4,6.13,2,1,6.13,0.23,1,1,37.72,1,0.64,0.64,1,1
scenario25445,51.73,0,SpeedCut,0,0,4,1,0,4,6.02,2,1,6.02,0.04,1,2,7.85,1,0.24,0.24,2,1
scenario25452,52.61,0,SpeedCut,0,1,3,1,0,4,6.22,2,1,6.22,0.34,1,1,37.81,1,0.82,0.82,1,1
scenario25453,52.71,0,SpeedCut,0,1,3,1,0,4,5.97,2,1,5.97,0.04,1,1,37.73,1,0.63,0.63,1,1
scenario26733,18.5,0.94,SpeedCut,3,4,0,0,0,4,2.53,1,1,2.53,0.04,2,1,35.84,2,14.32,14.32,1,0
scenario26734,14.5,0.75,SpeedCut,3,4,0,0,0,4,2.13,1,1,2.13,7.55,2,1,33.43,2,10.07,10.07,1,0
scenario27998,70,0,Stop,3,3,1,1,0,4,3.95,1,1,3.95,59.42,1,1,5.52,1,3.77,59.42,1,1
scenario27999,70,0,Stop,1,3,1,1,0,4,3.95,1,1,3.95,59.65,1,1,5.52,1,3.77,59.65,1,1
scenario28207,51.96,0.13,EmergencyBrake,0,4,0,0,0,4,5.13,1,1,5.13,2.51,1,1,5.6,1,26.56,99.25,1,1
