Instances,feature_ego_brake,feature_ego_speed,source,feature_scenarioTrafficLightDemand,feature_totalNPCs,feature_totalPedestrians,feature_isPedestrianScenario,feature_totalStaticObstacles,feature_totalRoadUsers,feature_obstaclesMinimumDistance,feature_typeObstacleHavingMinimumDistance,feature_speedObstacleWithMinimumDistance,feature_distanceObstacleWithMinimumDistance,feature_volumeObstacleWithMinimumDistance,feature_obstaclesMaximumSpeed,feature_typeObstacleHavingMaximumSpeed,feature_distanceObstacleWithMaximumSpeed, feature_speedObstacleWithMaximumSpeed,feature_volumeObstacleWithMaximumSpeed,feature_obstaclesMaximumVolume,feature_typeObstacleHavingMaximumVolume,algo_collision
scenario30723,0,4.88,ChangeLaneToRight,1,0,1,1,0,1,3.77,2,2,3.77,0.08,2,2,3.77,2,0.08,0.08,2,1
scenario30724,19.95,2.5,SpeedCut,1,0,1,1,0,1,3.89,2,2,3.89,0.21,2,2,3.89,2,0.21,0.21,2,1
scenario30725,25.15,0.35,Cruise,1,0,1,1,0,1,3.87,2,1,3.87,0.17,1,2,3.87,1,0.17,0.17,2,1
scenario30732,0,5.18,SpeedUp,1,0,1,1,0,1,6.87,2,1,6.87,0.1,1,2,6.87,1,0.1,0.1,2,0
scenario30734,0,5.73,SpeedUp,2,1,0,0,0,1,30.07,1,1,30.07,1.27,1,1,30.07,1,1.27,1.27,1,0
scenario30768,22.01,6.19,SpeedCut,3,1,0,0,0,1,18.59,1,1,18.59,131.1,1,1,18.59,1,131.1,131.1,1,0
scenario30770,20.19,5.42,SpeedCut,3,1,0,0,0,1,17.88,1,1,17.88,100.26,1,1,17.88,1,100.26,100.26,1,0
scenario30771,41.35,5.08,EmergencyBrake,3,1,0,0,0,1,17.81,1,1,17.81,76.96,1,1,17.81,1,76.96,76.96,1,0
scenario30772,21.06,4.23,SpeedCut,3,1,0,0,0,1,18.1,1,1,18.1,90.13,1,1,18.1,1,90.13,90.13,1,0
scenario30774,16.92,3.08,SpeedCut,3,1,0,0,0,1,18.82,1,1,18.82,100.38,1,1,18.82,1,100.38,100.38,1,1
scenario30775,19.84,2.86,SpeedCut,3,1,0,0,0,1,19.19,1,1,19.19,65.98,1,1,19.19,1,65.98,65.98,1,1
scenario30777,70,0,Stop,1,0,1,1,0,1,4.87,2,1,4.87,0.16,1,2,4.87,1,0.16,0.16,2,1
scenario30778,70,0,Stop,1,0,1,1,0,1,4.83,2,1,4.83,0.16,1,2,4.83,1,0.16,0.16,2,1
scenario30779,70,0,Stop,1,0,1,1,0,1,4.87,2,1,4.87,0.19,1,2,4.87,1,0.19,0.19,2,1
scenario30780,70,0,Stop,1,0,1,1,0,1,4.87,2,1,4.87,0.19,1,2,4.87,1,0.19,0.19,2,1
scenario30781,70,0,Stop,1,0,1,1,0,1,4.78,2,1,4.78,0.13,1,2,4.78,1,0.13,0.13,2,1
scenario30782,70,0,Stop,1,0,1,1,0,1,4.83,2,1,4.83,0.2,1,2,4.83,1,0.2,0.2,2,1
scenario30783,70,0,Stop,1,0,1,1,0,1,4.71,2,1,4.71,0.11,1,2,4.71,1,0.11,0.11,2,1
scenario30796,0,8.9,SpeedUp,1,1,0,0,0,1,42.52,1,1,42.52,7.22,1,1,42.52,1,7.22,7.22,1,1
scenario30798,0,9.1,SpeedUp,1,0,1,1,0,1,4.91,2,1,4.91,0.03,1,2,4.91,1,0.03,0.03,2,1
scenario30799,0,9.17,SpeedUp,1,0,1,1,0,1,3.77,2,2,3.77,0.04,2,2,3.77,2,0.04,0.04,2,1
scenario30800,0,6.11,ChangeLaneToRight,1,0,1,1,0,1,4.07,2,2,4.07,0.26,2,2,4.07,2,0.26,0.26,2,1
scenario30801,40.33,3.62,EmergencyBrake,1,0,1,1,0,1,3.86,2,2,3.86,0.22,2,2,3.86,2,0.22,0.22,2,1
scenario30802,52.09,2.73,EmergencyBrake,1,0,1,1,0,1,3.86,2,2,3.86,0.17,2,2,3.86,2,0.17,0.17,2,1
scenario30803,14.5,0.92,SpeedCut,1,0,1,1,0,1,3.89,2,2,3.89,0.19,2,2,3.89,2,0.19,0.19,2,1
scenario30831,0,9.81,SpeedUp,3,0,1,1,0,1,3.41,2,2,3.41,0.16,2,2,3.41,2,0.16,0.16,2,0
scenario30833,0,9.94,SpeedUp,1,0,1,1,0,1,6.68,2,2,6.68,0.15,2,2,6.68,2,0.15,0.15,2,0
scenario30845,25.75,7.13,Cruise,3,1,0,0,0,1,17.72,1,1,17.72,127.07,1,1,17.72,1,127.07,127.07,1,0
scenario30849,31.59,4.7,EmergencyBrake,3,1,0,0,0,1,19.07,1,1,19.07,97.44,1,1,19.07,1,97.44,97.44,1,0
scenario30850,28.94,4.23,Cruise,3,1,0,0,0,1,19.51,1,2,19.51,99.18,2,1,19.51,2,99.18,99.18,1,0
scenario30851,30.33,3.71,Cruise,3,1,0,0,0,1,19.84,1,1,19.84,70.21,1,1,19.84,1,70.21,70.21,1,0
scenario30904,0,10.55,SpeedUp,3,0,1,1,0,1,11.36,2,1,11.36,0.14,1,2,11.36,1,0.14,0.14,2,0
scenario30909,0,5.61,SpeedUp,1,0,1,1,0,1,3.57,2,2,3.57,0.11,2,2,3.57,2,0.11,0.11,2,0
scenario30911,15.82,4.77,SpeedCut,3,1,0,0,0,1,17.98,1,1,17.98,110.08,1,1,17.98,1,110.08,110.08,1,0
scenario30916,17.61,3.15,SpeedCut,3,1,0,0,0,1,18.27,1,1,18.27,85.87,1,1,18.27,1,85.87,85.87,1,0
scenario30920,21.13,2.02,Cruise,3,1,0,0,0,1,19.6,1,1,19.6,54.75,1,1,19.6,1,54.75,54.75,1,0
scenario30942,0,8.82,SpeedUp,1,0,1,1,0,1,6.39,2,1,6.39,0.14,1,2,6.39,1,0.14,0.14,2,1
scenario30943,0,8.9,SpeedUp,1,0,1,1,0,1,5.06,2,2,5.06,0.18,2,2,5.06,2,0.18,0.18,2,1
scenario30944,0,8.98,SpeedUp,1,0,1,1,0,1,4.04,2,2,4.04,0.08,2,2,4.04,2,0.08,0.08,2,1
scenario30945,0,3.38,ChangeLaneToRight,1,0,1,1,0,1,3.95,2,2,3.95,0.2,2,2,3.95,2,0.2,0.2,2,1
scenario30946,16.13,1.12,SpeedCut,1,0,1,1,0,1,3.81,2,1,3.81,0.23,1,2,3.81,1,0.23,0.23,2,1
scenario30947,22.17,0.3,Cruise,1,0,1,1,0,1,3.77,2,1,3.77,0.18,1,2,3.77,1,0.18,0.18,2,1
scenario30953,0,5.11,SpeedUp,1,0,1,1,0,1,6.37,2,2,6.37,0.07,2,2,6.37,2,0.07,0.07,2,0
scenario30955,0,5.85,SpeedUp,2,0,1,1,0,1,15.63,2,2,15.63,0.07,2,2,15.63,2,0.07,0.07,2,0
scenario30974,0,9.62,SpeedUp,3,0,1,1,0,1,5.27,2,1,5.27,0.28,1,2,5.27,1,0.28,0.28,2,0
scenario30990,25.14,8,SpeedCut,3,1,0,0,0,1,17.82,1,1,17.82,99.67,1,1,17.82,1,99.67,99.67,1,0
scenario30993,43.84,6.05,EmergencyBrake,1,1,0,0,0,1,18.97,1,1,18.97,65.1,1,1,18.97,1,65.1,65.1,1,1
scenario30994,49.3,5.09,EmergencyBrake,3,1,0,0,0,1,19.58,1,1,19.58,63.87,1,1,19.58,1,63.87,63.87,1,1
scenario30995,29.73,4.09,Cruise,1,0,1,1,0,1,3.94,2,2,3.94,0.15,2,2,3.94,2,0.15,0.15,2,1
scenario30996,40.09,3.02,EmergencyBrake,3,0,1,1,0,1,3.91,2,2,3.91,0.09,2,2,3.91,2,0.09,0.09,2,1
scenario30997,14.5,1.02,SpeedCut,3,0,1,1,0,1,3.77,2,1,3.77,0.08,1,2,3.77,1,0.08,0.08,2,1
scenario30998,14.5,0.23,SpeedCut,3,0,1,1,0,1,3.88,2,1,3.88,0.18,1,2,3.88,1,0.18,0.18,2,1
scenario30999,48.73,0,SpeedCut,1,0,1,1,0,1,3.89,2,1,3.89,0.2,1,2,3.89,1,0.2,0.2,2,1
scenario31000,49.37,0,SpeedCut,1,0,1,1,0,1,3.87,2,1,3.87,0.19,1,2,3.87,1,0.19,0.19,2,1
scenario31001,49.48,0,SpeedCut,1,0,1,1,0,1,3.89,2,1,3.89,0.21,1,2,3.89,1,0.21,0.21,2,1
scenario31002,49.49,0,SpeedCut,1,0,1,1,0,1,3.81,2,1,3.81,0.19,1,2,3.81,1,0.19,0.19,2,1
scenario31003,50.2,0,SpeedCut,3,0,1,1,0,1,3.92,2,1,3.92,0.22,1,2,3.92,1,0.22,0.22,2,1
scenario31004,50.22,0,SpeedCut,3,0,1,1,0,1,3.89,2,1,3.89,0.2,1,2,3.89,1,0.2,0.2,2,1
scenario31005,50.24,0,SpeedCut,3,0,1,1,0,1,3.84,2,1,3.84,0.24,1,2,3.84,1,0.24,0.24,2,1
scenario31006,50.32,0,SpeedCut,3,0,1,1,0,1,3.84,2,1,3.84,0.2,1,2,3.84,1,0.2,0.2,2,1
scenario31007,52.2,0,SpeedCut,3,0,1,1,0,1,3.89,2,1,3.89,0.16,1,2,3.89,1,0.16,0.16,2,1
scenario31028,14.5,6.58,SpeedCut,0,0,1,1,0,1,10.61,2,2,10.61,0.06,2,2,10.61,2,0.06,0.06,2,0
scenario31053,25.12,10.26,SpeedCut,1,0,1,1,0,1,3.83,2,1,3.83,0.11,1,2,3.83,1,0.11,0.11,2,1
scenario31059,0,6.46,SpeedUp,3,0,1,1,0,1,9.77,2,1,9.77,0.03,1,2,9.77,1,0.03,0.03,2,0
scenario31060,0,6.56,SpeedUp,3,0,1,1,0,1,12.87,2,2,12.87,0.05,2,2,12.87,2,0.05,0.05,2,0
scenario31061,0,6.64,SpeedUp,3,0,1,1,0,1,16.32,2,2,16.32,0.04,2,2,16.32,2,0.04,0.04,2,0
scenario31062,14.5,5.33,SpeedCut,3,1,0,0,0,1,18.64,1,1,18.64,124.67,1,1,18.64,1,124.67,124.67,1,0
scenario31063,16.81,5.1,SpeedCut,3,1,0,0,0,1,18.32,1,1,18.32,103.07,1,1,18.32,1,103.07,103.07,1,0
scenario31065,15.1,4.41,SpeedCut,3,1,0,0,0,1,17.99,1,1,17.99,80.28,1,1,17.99,1,80.28,80.28,1,0
scenario31092,0,8.87,SpeedUp,1,0,1,1,0,1,4.34,2,2,4.34,0.01,2,2,4.34,2,0.01,0.01,2,1
scenario31093,14.5,8.66,SpeedCut,1,0,1,1,0,1,3.83,2,2,3.83,0.11,2,2,3.83,2,0.11,0.11,2,1
scenario31094,0,2.64,ChangeLaneToRight,1,0,1,1,0,1,3.87,2,2,3.87,0.15,2,2,3.87,2,0.15,0.15,2,1
scenario31095,32.59,0.59,EmergencyBrake,1,0,1,1,0,1,3.84,2,2,3.84,0.21,2,2,3.84,2,0.21,0.21,2,1
scenario31096,17.5,0.16,SpeedCut,1,0,1,1,0,1,3.83,2,1,3.83,0.17,1,2,3.83,1,0.17,0.17,2,1
scenario31101,0,5.16,SpeedUp,1,0,1,1,0,1,7.62,2,1,7.62,0.13,1,2,7.62,1,0.13,0.13,2,0
scenario31103,25.25,5.57,Cruise,2,1,0,0,0,1,19.73,1,4,19.73,4.62,4,1,19.73,4,4.62,4.62,1,0
scenario31104,34.84,4.84,EmergencyBrake,2,1,0,0,0,1,22.88,1,4,22.88,6.68,4,1,22.88,4,6.68,6.68,1,0
scenario31107,14.5,3.98,SpeedCut,0,0,1,1,0,1,4.95,2,1,4.95,1.62,1,2,4.95,1,1.62,1.62,2,0
scenario31119,0,9.09,SpeedUp,1,0,1,1,0,1,10.19,2,1,10.19,0.31,1,2,10.19,1,0.31,0.31,2,1
scenario31120,0,9.17,SpeedUp,1,0,1,1,0,1,7.7,2,1,7.7,0.05,1,2,7.7,1,0.05,0.05,2,1
scenario31126,0,4.59,SpeedUp,3,0,1,1,0,1,3.86,2,1,3.86,0.16,1,2,3.86,1,0.16,0.16,2,0
scenario31141,14.5,7.96,SpeedCut,3,0,1,1,0,1,5.85,2,1,5.85,0.1,1,2,5.85,1,0.1,0.1,2,1
scenario31142,14.5,7.77,SpeedCut,3,0,1,1,0,1,4.73,2,1,4.73,0.16,1,2,4.73,1,0.16,0.16,2,1
scenario31175,0,8.83,SpeedUp,1,0,1,1,0,1,3.76,2,1,3.76,0.07,1,2,3.76,1,0.07,0.07,2,1
scenario31176,0,8.61,SpeedUp,1,0,1,1,0,1,3.83,2,2,3.83,0.08,2,2,3.83,2,0.08,0.08,2,1
scenario31177,14.5,2.32,SpeedCut,1,0,1,1,0,1,3.86,2,2,3.86,0.2,2,2,3.86,2,0.2,0.2,2,1
scenario31178,27.39,0.44,Cruise,1,0,1,1,0,1,3.85,2,1,3.85,0.18,1,2,3.85,1,0.18,0.18,2,1
scenario31179,37.05,0,SpeedCut,1,0,1,1,0,1,3.83,2,1,3.83,0.22,1,2,3.83,1,0.22,0.22,2,1
scenario31185,0,5.93,SpeedUp,2,1,0,0,0,1,30.47,1,1,30.47,3.95,1,1,30.47,1,3.95,3.95,1,0
scenario31206,0,9.78,SpeedUp,3,0,1,1,0,1,2.31,2,1,2.31,0.1,1,2,2.31,1,0.1,0.1,2,0
scenario31221,22.41,6.51,Cruise,3,1,0,0,0,1,18.47,1,2,18.47,110.22,2,1,18.47,2,110.22,110.22,1,0
scenario31225,26.3,4.48,Cruise,3,1,0,0,0,1,18.31,1,1,18.31,95.41,1,1,18.31,1,95.41,95.41,1,0
scenario31226,28.3,4.07,Cruise,3,1,0,0,0,1,18.72,1,1,18.72,84.32,1,1,18.72,1,84.32,84.32,1,0
scenario31227,26.96,3.33,Cruise,3,1,0,0,0,1,18.9,1,1,18.9,62.49,1,1,18.9,1,62.49,62.49,1,0
scenario31249,0,8.95,SpeedUp,1,0,1,1,0,1,4.12,2,2,4.12,0.09,2,2,4.12,2,0.09,0.09,2,1
scenario31250,0,3.31,ChangeLaneToRight,1,0,1,1,0,1,3.95,2,2,3.95,0.17,2,2,3.95,2,0.17,0.17,2,1
scenario31251,0,1.36,ChangeLaneToRight,1,0,1,1,0,1,3.84,2,1,3.84,0.2,1,2,3.84,1,0.2,0.2,2,1
scenario31252,23.65,0.35,ChangeLaneToRight,1,0,1,1,0,1,3.83,2,1,3.83,0.15,1,2,3.83,1,0.15,0.15,2,1
scenario31258,0,5.62,SpeedUp,2,0,1,1,0,1,12.11,2,2,12.11,0.09,2,2,12.11,2,0.09,0.09,2,0
scenario31260,0,5.97,SpeedUp,2,0,1,1,0,1,17.97,2,2,17.97,0,2,2,17.97,2,0,0,2,0
scenario31265,0,6.31,TurnLeft,0,0,1,1,0,1,10.31,2,2,10.31,0.09,2,2,10.31,2,0.09,0.09,2,0
scenario31284,0,9.69,SpeedUp,3,0,1,1,0,1,10.85,2,1,10.85,0.18,1,2,10.85,1,0.18,0.18,2,0
scenario31293,23.78,7.12,Cruise,3,1,0,0,0,1,18.84,1,2,18.84,138.22,2,1,18.84,2,138.22,138.22,1,0
scenario31294,32.26,6.42,SpeedCut,3,1,0,0,0,1,18.44,1,1,18.44,104.05,1,1,18.44,1,104.05,104.05,1,0
scenario31297,15.02,4.55,SpeedCut,3,0,1,1,0,1,9.84,2,2,9.84,0.21,2,2,9.84,2,0.21,0.21,2,0
scenario31299,18.89,3.73,SpeedCut,3,1,0,0,0,1,18.54,1,1,18.54,80.96,1,1,18.54,1,80.96,80.96,1,0
scenario31300,21.14,3.06,Cruise,3,1,0,0,0,1,19.2,1,2,19.2,68.47,2,1,19.2,2,68.47,68.47,1,0
scenario31301,22.44,2.74,Cruise,3,1,0,0,0,1,19.46,1,1,19.46,65.64,1,1,19.46,1,65.64,65.64,1,0
scenario31317,0,8.94,SpeedUp,1,0,1,1,0,1,4.93,2,1,4.93,0.01,1,2,4.93,1,0.01,0.01,2,1
scenario31336,0,10.07,SpeedUp,3,0,1,1,0,1,20.5,2,1,20.5,2.07,1,2,20.5,1,2.07,2.07,2,0
scenario31347,0,10.9,SpeedUp,1,0,1,1,0,1,5,2,1,5,0.03,1,2,5,1,0.03,0.03,2,1
scenario31351,0,5.74,SpeedUp,3,0,1,1,0,1,4.47,2,1,4.47,0.15,1,2,4.47,1,0.15,0.15,2,0
scenario31352,0,6.74,SpeedUp,3,0,1,1,0,1,8.16,2,2,8.16,0.02,2,2,8.16,2,0.02,0.02,2,0
scenario31354,0,6.96,SpeedUp,1,0,1,1,0,1,15.48,2,2,15.48,0.04,2,2,15.48,2,0.04,0.04,2,0
scenario31356,16.56,4.81,SpeedCut,3,1,0,0,0,1,17.77,1,1,17.77,109.74,1,1,17.77,1,109.74,109.74,1,0
scenario31361,20.59,3.2,SpeedCut,3,1,0,0,0,1,18.63,1,1,18.63,80.97,1,1,18.63,1,80.97,80.97,1,0
scenario31370,19.49,1.18,SpeedCut,3,1,0,0,0,1,3.2,1,1,3.2,0.73,1,1,3.2,1,0.73,0.73,1,0
scenario31371,19.66,1.09,SpeedCut,3,1,0,0,0,1,3.18,1,1,3.18,0.73,1,1,3.18,1,0.73,0.73,1,0
scenario31372,41.47,0.46,EmergencyBrake,3,1,0,0,0,1,3.18,1,1,3.18,0.73,1,1,3.18,1,0.73,0.73,1,0
scenario31386,0,8.7,SpeedUp,1,0,1,1,0,1,5.31,2,2,5.31,0.13,2,2,5.31,2,0.13,0.13,2,1
scenario31387,0,8.8,SpeedUp,1,0,1,1,0,1,3.79,2,2,3.79,0.21,2,2,3.79,2,0.21,0.21,2,1
scenario31388,0,8.61,SpeedUp,1,0,1,1,0,1,3.72,2,2,3.72,0.07,2,2,3.72,2,0.07,0.07,2,1
scenario31389,0,2.47,SpeedUp,1,0,1,1,0,1,3.91,2,2,3.91,0.2,2,2,3.91,2,0.2,0.2,2,1
scenario31390,26.16,1.04,Cruise,1,0,1,1,0,1,3.85,2,1,3.85,0.22,1,2,3.85,1,0.22,0.22,2,1
scenario31391,14.56,0.23,SpeedCut,1,0,1,1,0,1,3.79,2,1,3.79,0.18,1,2,3.79,1,0.18,0.18,2,1
scenario31401,0,5.76,SpeedUp,2,0,1,1,0,1,16.04,2,1,16.04,0.06,1,2,16.04,1,0.06,0.06,2,0
scenario31420,0,8.8,SpeedUp,3,0,1,1,0,1,5.01,2,2,5.01,0.12,2,2,5.01,2,0.12,0.12,2,0
scenario31421,0,8.91,SpeedUp,3,0,1,1,0,1,8.24,2,2,8.24,0.1,2,2,8.24,2,0.1,0.1,2,0
scenario31422,0,9.03,SpeedUp,3,0,1,1,0,1,11.56,2,2,11.56,0.09,2,2,11.56,2,0.09,0.09,2,0
scenario31434,0,10.73,SpeedUp,3,0,1,1,0,1,8.24,2,1,8.24,0.08,1,2,8.24,1,0.08,0.08,2,1
scenario31435,21.73,10.81,SpeedCut,3,0,1,1,0,1,5.66,2,2,5.66,0.3,2,2,5.66,2,0.3,0.3,2,1
scenario31436,0,3.68,ChangeLaneToLeft,1,0,1,1,0,1,4.86,2,2,4.86,0.24,2,2,4.86,2,0.24,0.24,2,1
scenario31437,18.2,2.57,SpeedCut,3,0,1,1,0,1,4.63,2,2,4.63,0.32,2,2,4.63,2,0.32,0.32,2,1
scenario31438,31.15,2.26,ChangeLaneToLeft,3,0,1,1,0,1,4.17,2,2,4.17,0.25,2,2,4.17,2,0.25,0.25,2,1
scenario31439,25.34,1.39,Cruise,3,0,1,1,0,1,4.21,2,2,4.21,0.19,2,2,4.21,2,0.19,0.19,2,1
scenario31440,15.89,1.09,SpeedCut,3,0,1,1,0,1,4.09,2,2,4.09,0.18,2,2,4.09,2,0.18,0.18,2,1
scenario31441,14.5,0.84,SpeedCut,1,0,1,1,0,1,4.03,2,2,4.03,0.19,2,2,4.03,2,0.19,0.19,2,1
scenario31442,14.5,0.61,SpeedCut,1,0,1,1,0,1,3.96,2,2,3.96,0.2,2,2,3.96,2,0.2,0.2,2,1
scenario31443,14.5,0.39,SpeedCut,1,0,1,1,0,1,3.85,2,1,3.85,0.25,1,2,3.85,1,0.25,0.25,2,1
scenario31444,47.74,0,SpeedCut,1,0,1,1,0,1,3.9,2,1,3.9,0.24,1,2,3.9,1,0.24,0.24,2,1
scenario31445,47.76,0,SpeedCut,1,0,1,1,0,1,3.88,2,1,3.88,0.24,1,2,3.88,1,0.24,0.24,2,1
scenario31446,47.8,0,SpeedCut,1,0,1,1,0,1,3.85,2,1,3.85,0.21,1,2,3.85,1,0.21,0.21,2,1
scenario31447,47.81,0,SpeedCut,1,0,1,1,0,1,3.89,2,1,3.89,0.25,1,2,3.89,1,0.25,0.25,2,1
scenario31448,48.63,0,SpeedCut,1,0,1,1,0,1,3.87,2,1,3.87,0.19,1,2,3.87,1,0.19,0.19,2,1
scenario31449,48.63,0,SpeedCut,1,0,1,1,0,1,3.9,2,1,3.9,0.24,1,2,3.9,1,0.24,0.24,2,1
scenario31450,48.64,0,SpeedCut,1,0,1,1,0,1,3.9,2,1,3.9,0.17,1,2,3.9,1,0.17,0.17,2,1
scenario31451,48.77,0,SpeedCut,1,0,1,1,0,1,3.9,2,1,3.9,0.21,1,2,3.9,1,0.21,0.21,2,1
scenario31465,0,8.7,SpeedUp,1,0,1,1,0,1,5.54,2,1,5.54,0.09,1,2,5.54,1,0.09,0.09,2,1
scenario31466,0,8.8,SpeedUp,1,0,1,1,0,1,4.25,2,2,4.25,0.19,2,2,4.25,2,0.19,0.19,2,1
scenario31467,0,8.89,SpeedUp,1,0,1,1,0,1,4.04,2,2,4.04,0.09,2,2,4.04,2,0.09,0.09,2,1
scenario31468,0,4.04,ChangeLaneToRight,1,0,1,1,0,1,3.89,2,2,3.89,0.19,2,2,3.89,2,0.19,0.19,2,1
scenario31469,25.01,0.95,ChangeLaneToRight,1,0,1,1,0,1,3.81,2,1,3.81,0.16,1,2,3.81,1,0.16,0.16,2,1
scenario31470,25.4,0.24,Cruise,1,0,1,1,0,1,3.88,2,1,3.88,0.23,1,2,3.88,1,0.23,0.23,2,1
scenario31479,0,5.75,SpeedUp,2,0,1,1,0,1,9.97,2,2,9.97,0.11,2,2,9.97,2,0.11,0.11,2,0
scenario31480,14.5,5.93,SpeedCut,2,0,1,1,0,1,11.96,2,2,11.96,0.17,2,2,11.96,2,0.17,0.17,2,0
scenario31483,0,6.12,SpeedUp,2,1,0,0,0,1,30.66,1,1,30.66,3.12,1,1,30.66,1,3.12,3.12,1,0
scenario31485,0,6.13,SpeedUp,2,0,1,1,0,1,16.37,2,1,16.37,0.02,1,2,16.37,1,0.02,0.02,2,0
scenario31524,14.5,9.3,SpeedCut,1,1,0,0,0,1,21.05,1,1,21.05,118.92,1,1,21.05,1,118.92,118.92,1,1
scenario31525,17.31,9.34,SpeedCut,3,1,0,0,0,1,20.66,1,1,20.66,123.75,1,1,20.66,1,123.75,123.75,1,1
scenario31526,20.43,9.32,Cruise,3,1,0,0,0,1,19.42,1,1,19.42,131.7,1,1,19.42,1,131.7,131.7,1,1
scenario31529,14.5,8.04,SpeedCut,1,1,0,0,0,1,17.84,1,1,17.84,69.78,1,1,17.84,1,69.78,69.78,1,1
scenario31531,46.99,0,SpeedCut,1,0,1,1,0,1,3.82,2,1,3.82,0.22,1,2,3.82,1,0.22,0.22,2,1
scenario31532,47,0,SpeedCut,1,0,1,1,0,1,3.84,2,1,3.84,0.2,1,2,3.84,1,0.2,0.2,2,1
scenario31533,47.01,0,SpeedCut,1,0,1,1,0,1,3.84,2,1,3.84,0.25,1,2,3.84,1,0.25,0.25,2,1
scenario31535,47.5,0,SpeedCut,3,0,1,1,0,1,3.87,2,1,3.87,0.23,1,2,3.87,1,0.23,0.23,2,1
scenario31536,47.51,0,SpeedCut,3,0,1,1,0,1,3.86,2,1,3.86,0.16,1,2,3.86,1,0.16,0.16,2,1
scenario31537,47.52,0,SpeedCut,3,0,1,1,0,1,3.85,2,1,3.85,0.16,1,2,3.85,1,0.16,0.16,2,1
scenario31538,47.56,0,SpeedCut,3,0,1,1,0,1,3.84,2,1,3.84,0.21,1,2,3.84,1,0.21,0.21,2,1
scenario31539,47.62,0,SpeedCut,3,0,1,1,0,1,3.82,2,1,3.82,0.22,1,2,3.82,1,0.22,0.22,2,1
scenario31540,47.63,0,SpeedCut,3,0,1,1,0,1,3.92,2,1,3.92,0.27,1,2,3.92,1,0.27,0.27,2,1
scenario31541,47.65,0,SpeedCut,3,0,1,1,0,1,3.83,2,1,3.83,0.22,1,2,3.83,1,0.22,0.22,2,1
scenario31555,0,8.57,SpeedUp,1,1,0,0,0,1,43,1,1,43,13.5,1,1,43,1,13.5,13.5,1,1
scenario31559,0,5.27,ChangeLaneToRight,1,0,1,1,0,1,3.73,2,2,3.73,0.15,2,2,3.73,2,0.15,0.15,2,1
scenario31560,0,2.05,SpeedUp,1,0,1,1,0,1,3.57,2,2,3.57,0.29,2,2,3.57,2,0.29,0.29,2,1
scenario31561,0,1.7,SpeedUp,1,0,1,1,0,1,3.62,2,2,3.62,0.18,2,2,3.62,2,0.18,0.18,2,1
scenario31562,39.46,2.85,EmergencyBrake,1,0,1,1,0,1,3.7,2,2,3.7,0.2,2,2,3.7,2,0.2,0.2,2,1
scenario31567,0,5.29,SpeedUp,1,0,1,1,0,1,10.38,2,2,10.38,0.04,2,2,10.38,2,0.04,0.04,2,0
scenario31569,0,5.83,SpeedUp,2,0,1,1,0,1,16.23,2,2,16.23,0.07,2,2,16.23,2,0.07,0.07,2,0
scenario31571,0,6.04,SpeedUp,0,0,1,1,0,1,5.87,2,2,5.87,1.59,2,2,5.87,2,1.59,1.59,2,0
scenario31574,0,6.43,ChangeLaneToLeft,0,0,1,1,0,1,11.7,2,1,11.7,0.13,1,2,11.7,1,0.13,0.13,2,0
scenario31587,0,10.06,SpeedUp,1,0,1,1,0,1,5.47,2,1,5.47,0.17,1,2,5.47,1,0.17,0.17,2,0
scenario31601,14.5,5.8,SpeedCut,3,1,0,0,0,1,19.33,1,1,19.33,112.79,1,1,19.33,1,112.79,112.79,1,0
scenario31602,16.22,5.66,SpeedCut,3,1,0,0,0,1,18.66,1,1,18.66,125.64,1,1,18.66,1,125.64,125.64,1,0
scenario31609,20.78,2.64,Cruise,3,1,0,0,0,1,19,1,2,19,66.24,2,1,19,2,66.24,66.24,1,0
scenario31617,0,0.06,SpeedUp,0,1,0,0,0,1,6.15,1,1,6.15,87.33,1,1,6.15,1,87.33,87.33,1,0
scenario31618,0,0.14,SpeedUp,0,1,0,0,0,1,6.23,1,1,6.23,82.11,1,1,6.23,1,82.11,82.11,1,1
scenario31666,0,8.9,SpeedUp,1,0,1,1,0,1,3.96,2,1,3.96,0.02,1,2,3.96,1,0.02,0.02,2,1
scenario31667,0,9.01,SpeedUp,1,0,1,1,0,1,3.76,2,1,3.76,0.07,1,2,3.76,1,0.07,0.07,2,1
scenario31668,0,6.64,SpeedUp,1,0,1,1,0,1,3.9,2,2,3.9,0.15,2,2,3.9,2,0.15,0.15,2,1
scenario31669,14.5,2.1,SpeedCut,1,0,1,1,0,1,3.92,2,2,3.92,0.15,2,2,3.92,2,0.15,0.15,2,1
scenario31670,25.38,0.49,Cruise,1,0,1,1,0,1,3.84,2,1,3.84,0.16,1,2,3.84,1,0.16,0.16,2,1
scenario31671,30.62,0,SpeedCut,1,0,1,1,0,1,3.81,2,1,3.81,0.21,1,2,3.81,1,0.21,0.21,2,1
scenario31672,0,0,SpeedUp,1,0,1,1,0,1,3.52,2,1,3.52,0.12,1,2,3.52,1,0.12,0.12,2,1
scenario31673,0,0,SpeedUp,1,1,0,0,0,1,4.2,1,2,4.2,7.03,2,1,4.2,2,7.03,7.03,1,1
scenario31674,0,0.23,TurnLeft,1,1,0,0,0,1,5.4,1,2,5.4,6.89,2,1,5.4,2,6.89,6.89,1,1
scenario31675,0,1.03,TurnLeft,1,1,0,0,0,1,6.55,1,2,6.55,7.65,2,1,6.55,2,7.65,7.65,1,1
